time,market,exchange,side,size,amount,price,mid,edge,position,inventoryPnl,totalPnl
2011/04/07 08:39:29.999,gt05.1c,Clearwater,BUY,3,3,99.671875,99.6796875,234.375,3,0.0,234.375
2011/04/07 08:39:30.015,gt05.1c,Clearwater,BUY,3,3,99.671875,99.6796875,234.375,6,0.0,234.375
2011/04/07 08:42:20.621,gt05.1c,Clearwater,BUY,3,3,99.6484375,99.65234375,117.1875,9,-1640.625,-1523.4375
2011/04/07 08:42:20.636,gt05.1c,Clearwater,BUY,1,1,99.6484375,99.65234375,39.0625,10,0.0,39.0625
2011/04/07 08:52:55.234,gt05.1c,Clearwater,SELL,1,-1,99.6796875,99.67578125,39.0625,9,2343.75,2382.8125
2011/04/07 08:54:24.904,gt05.1c,Clearwater,BUY,2,2,99.6875,99.69140625,78.125,11,1406.25,1484.375
2011/04/07 08:54:24.904,gt05.1c,Clearwater,BUY,1,1,99.6875,99.69140625,39.0625,12,0.0,39.0625
2011/04/07 08:54:24.919,gt05.1c,Clearwater,BUY,1,1,99.6875,99.69140625,39.0625,13,0.0,39.0625
2011/04/07 08:55:40.418,gt05.1c,Clearwater,BUY,3,3,99.71875,99.71875,0.0,16,3554.6875,3554.6875
2011/04/07 08:56:18.823,gt05.1c,Clearwater,BUY,1,1,99.71875,99.72265625,39.0625,17,625.0,664.0625
2011/04/07 08:56:18.823,gt05.1c,Clearwater,BUY,1,1,99.71875,99.72265625,39.0625,18,0.0,39.0625
2011/04/07 08:56:18.823,gt05.1c,Clearwater,BUY,1,1,99.71875,99.72265625,39.0625,19,0.0,39.0625
2011/04/07 08:57:24.307,gt05.1c,Clearwater,BUY,2,2,99.71875,99.72265625,78.125,21,0.0,78.125
2011/04/07 08:58:37.977,gt05.1c,Clearwater,BUY,1,1,99.7265625,99.73046875,39.0625,22,1640.625,1679.6875
2011/04/07 08:58:37.977,gt05.1c,Clearwater,BUY,2,2,99.7265625,99.73046875,78.125,24,0.0,78.125
2011/04/07 09:19:57.031,gt05.1c,Clearwater,BUY,2,2,99.8046875,99.81640625,234.375,26,20625.0,20859.375
2011/04/07 09:19:57.109,gt05.1c,Clearwater,BUY,1,1,99.8046875,99.8125,78.125,27,-1015.625,-937.5
2011/04/07 09:19:57.109,gt05.1c,Clearwater,BUY,1,1,99.8046875,99.8125,78.125,28,0.0,78.125