,dummy,ed200609,ed200612,ed200703,ed200709,ed200712,ed200803,ed200806,ed200809,ed200812
2007-11-13 15:00:00,NA,NA,NA,NA,NA,95.225,95.705,95.93,96.035,96.04
2007-11-14 15:00:00,NA,NA,NA,NA,NA,95.19,95.68,95.92,96.025,96.025
2007-11-15 15:00:00,NA,NA,NA,NA,NA,95.115,95.765,96.075,96.21,96.225
2007-11-16 15:00:00,NA,NA,NA,NA,NA,95.12,95.74,96.075,96.225,96.245
2007-11-19 15:00:00,NA,NA,NA,NA,NA,95.11,95.705,96.075,96.27,96.32
2007-11-20 15:00:00,NA,NA,NA,NA,NA,95.14,95.7,96.07,96.27,96.325
2007-11-21 15:00:00,NA,NA,NA,NA,NA,95.205,95.825,96.19,96.375,96.415
2007-11-23 15:00:00,NA,NA,NA,NA,NA,95.1875,95.815,96.19,96.375,96.415
2007-11-26 15:00:00,NA,NA,NA,NA,NA,95.175,95.88,96.335,96.555,96.615
2007-11-27 15:00:00,NA,NA,NA,NA,NA,95.135,95.78,96.21,96.44,96.51
2007-11-28 15:00:00,NA,NA,NA,NA,NA,95.135,95.75,96.16,96.37,96.435
2007-11-29 15:00:00,NA,NA,NA,NA,NA,95.15,95.81,96.255,96.48,96.545
2007-11-30 15:00:00,NA,NA,NA,NA,NA,95.155,95.83,96.27,96.495,96.565
2007-12-03 15:00:00,NA,NA,NA,NA,NA,95.0825,95.8,96.275,96.535,96.64
2007-12-04 15:00:00,NA,NA,NA,NA,NA,95.0975,95.815,96.28,96.54,96.65
2007-12-05 15:00:00,NA,NA,NA,NA,NA,95.1,95.795,96.28,96.54,96.65
2007-12-06 15:00:00,NA,NA,NA,NA,NA,95.06,95.71,96.19,96.435,96.525
2007-12-07 15:00:00,NA,NA,NA,NA,NA,95.015,95.595,96.055,96.29,96.375
2007-12-10 15:00:00,NA,NA,NA,NA,NA,NA,95.58,96.02,96.25,96.33
2007-12-11 15:00:00,NA,NA,NA,NA,NA,94.9225,95.56,96.08,96.38,96.505
2007-12-12 15:00:00,NA,NA,NA,NA,NA,95.065,95.665,96.105,96.345,96.44
2007-12-13 15:00:00,NA,NA,NA,NA,NA,95.05,95.61,96.03,96.26,96.35
2007-12-14 15:00:00,NA,NA,NA,NA,NA,95.065,95.57,95.935,96.15,96.24
2007-12-17 15:00:00,NA,NA,NA,NA,NA,95.06,95.575,95.96,96.2,96.305
2007-12-18 15:00:00,NA,NA,NA,NA,NA,NA,95.655,96.07,96.31,96.41
2007-12-19 15:00:00,NA,NA,NA,NA,NA,NA,95.685,96.15,96.385,96.495
2007-12-20 15:00:00,NA,NA,NA,NA,NA,NA,95.705,96.2,96.46,96.575
2007-12-21 15:00:00,NA,NA,NA,NA,NA,NA,95.67,96.125,96.345,96.435
2007-12-24 15:00:00,NA,NA,NA,NA,NA,NA,95.655,96.11,96.325,96.405
2007-12-26 15:00:00,NA,NA,NA,NA,NA,NA,95.625,96.065,96.29,96.365
2007-12-27 15:00:00,NA,NA,NA,NA,NA,NA,95.655,96.1,96.33,96.425
2007-12-28 15:00:00,NA,NA,NA,NA,NA,NA,95.73,96.195,96.45,96.565
2007-12-31 15:00:00,NA,NA,NA,NA,NA,NA,95.765,96.255,96.51,96.63
2008-01-02 15:00:00,NA,NA,NA,NA,NA,NA,95.895,96.4,96.675,96.8
2008-01-03 15:00:00,NA,NA,NA,NA,NA,NA,95.91,96.425,96.69,96.815
2008-01-04 15:00:00,NA,NA,NA,NA,NA,NA,96.025,96.52,96.79,96.92
2008-01-07 15:00:00,NA,NA,NA,NA,NA,NA,96.055,96.515,96.765,96.885
2008-01-08 15:00:00,NA,NA,NA,NA,NA,NA,96.08,96.54,96.78,96.885
2008-01-09 15:00:00,NA,NA,NA,NA,NA,NA,96.165,96.625,96.85,96.94
2008-01-10 15:00:00,NA,NA,NA,NA,NA,NA,96.235,96.69,96.88,96.94
2008-01-11 15:00:00,NA,NA,NA,NA,NA,NA,96.425,96.86,97.045,97.1
2008-01-14 15:00:00,NA,NA,NA,NA,NA,NA,96.47,96.92,97.09,97.135
2008-01-15 15:00:00,NA,NA,NA,NA,NA,NA,96.43,96.92,97.11,97.175
2008-01-16 15:00:00,NA,NA,NA,NA,NA,NA,96.42,96.905,97.105,97.18
2008-01-17 15:00:00,NA,NA,NA,NA,NA,NA,96.45,96.995,97.21,97.28
2008-01-18 15:00:00,NA,NA,NA,NA,NA,NA,96.51,97.08,97.29,97.34
2008-01-22 15:00:00,NA,NA,NA,NA,NA,NA,96.965,97.515,97.63,97.62
2008-01-23 15:00:00,NA,NA,NA,NA,NA,NA,97.075,97.56,97.675,97.68
2008-01-24 15:00:00,NA,NA,NA,NA,NA,NA,96.88,97.315,97.395,97.375
2008-01-25 15:00:00,NA,NA,NA,NA,NA,NA,96.92,97.36,97.43,97.39
2008-01-28 15:00:00,NA,NA,NA,NA,NA,NA,96.995,97.43,97.485,97.415
2008-01-29 15:00:00,NA,NA,NA,NA,NA,NA,96.97,97.375,97.41,97.325
2008-01-30 15:00:00,NA,NA,NA,NA,NA,NA,97.045,97.445,97.47,97.35
2008-01-31 15:00:00,NA,NA,NA,NA,NA,NA,97.095,97.51,97.555,97.435
2008-02-01 15:00:00,NA,NA,NA,NA,NA,NA,97.02,97.435,97.525,97.48
2008-02-04 15:00:00,NA,NA,NA,NA,NA,NA,97.005,97.415,97.525,97.5
2008-02-05 15:00:00,NA,NA,NA,NA,NA,NA,97.08,97.555,97.67,97.625
2008-02-06 15:00:00,NA,NA,NA,NA,NA,NA,97.12,97.555,97.67,97.625
2008-02-07 15:00:00,NA,NA,NA,NA,NA,NA,97.12,97.55,97.645,97.595
2008-02-08 15:00:00,NA,NA,NA,NA,NA,NA,97.15,97.595,97.69,97.645
2008-02-11 15:00:00,NA,NA,NA,NA,NA,NA,97.16,97.58,97.675,97.635
2008-02-12 15:00:00,NA,NA,NA,NA,NA,NA,97.135,97.58,97.68,97.62
2008-02-13 15:00:00,NA,NA,NA,NA,NA,NA,97.12,97.58,97.7,97.655
2008-02-14 15:00:00,NA,NA,NA,NA,NA,NA,97.1,97.545,97.68,97.625
2008-02-15 15:00:00,NA,NA,NA,NA,NA,NA,97.11,97.54,97.675,97.615
2008-02-19 15:00:00,NA,NA,NA,NA,NA,NA,97.07,97.405,97.495,97.41
2008-02-20 15:00:00,NA,NA,NA,NA,NA,NA,97.0475,97.335,97.415,97.32
2008-02-21 15:00:00,NA,NA,NA,NA,NA,NA,97.0625,97.435,97.56,97.495
2008-02-22 15:00:00,NA,NA,NA,NA,NA,NA,97.025,97.35,97.48,97.435
2008-02-25 15:00:00,NA,NA,NA,NA,NA,NA,97.015,97.29,97.4,97.335
2008-02-26 15:00:00,NA,NA,NA,NA,NA,NA,97.02,97.375,97.515,97.455
2008-02-27 15:00:00,NA,NA,NA,NA,NA,NA,97.055,97.445,97.575,97.515
2008-02-28 15:00:00,NA,NA,NA,NA,NA,NA,97.09,97.48,97.625,97.595
2008-02-29 15:00:00,NA,NA,NA,NA,NA,NA,97.19,97.64,97.785,97.79
2008-03-03 15:00:00,NA,NA,NA,NA,NA,NA,97.1675,97.6,97.745,97.765
2008-03-04 15:00:00,NA,NA,NA,NA,NA,NA,97.1275,97.585,97.75,97.75
2008-03-05 15:00:00,NA,NA,NA,NA,NA,NA,97.1025,97.49,97.645,97.64
2008-03-06 15:00:00,NA,NA,NA,NA,NA,NA,97.13,97.545,97.665,97.635
2008-03-07 15:00:00,NA,NA,NA,NA,NA,NA,97.245,97.695,97.825,97.765
2008-03-10 15:00:00,NA,NA,NA,NA,NA,NA,97.26,97.735,97.87,97.815
2008-03-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.56,97.675,97.635
2008-03-12 15:00:00,NA,NA,NA,NA,NA,NA,97.2225,97.63,97.775,97.755
2008-03-13 15:00:00,NA,NA,NA,NA,NA,NA,97.27,97.725,97.83,97.785
2008-03-14 15:00:00,NA,NA,NA,NA,NA,NA,97.3375,97.915,98.035,97.995
2008-03-17 15:00:00,NA,NA,NA,NA,NA,NA,97.4225,98.065,98.185,98.135
2008-03-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.84,97.955,97.925
2008-03-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.85,98.015,97.985
2008-03-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.75,97.865,97.835
2008-03-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.645,97.74,97.635
2008-03-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.68,97.795,97.695
2008-03-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.695,97.815,97.725
2008-03-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.71,97.835,97.735
2008-03-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.72,97.855,97.765
2008-03-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.73,97.905,97.84
2008-04-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.625,97.765,97.67
2008-04-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.525,97.645,97.56
2008-04-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.525,97.63,97.53
2008-04-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.63,97.765,97.685
2008-04-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.59,97.68,97.575
2008-04-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.53,97.67,97.575
2008-04-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.545,97.74,97.675
2008-04-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.5,97.67,97.58
2008-04-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.54,97.75,97.67
2008-04-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.495,97.665,97.6
2008-04-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.44,97.575,97.48
2008-04-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.29,97.41,97.29
2008-04-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.12,97.225,97.135
2008-04-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.09,97.165,97.085
2008-04-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.125,97.16,97.085
2008-04-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.125,97.12,97.03
2008-04-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.135,97.15,97.05
2008-04-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.145,97.065,96.885
2008-04-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.135,97.045,96.86
2008-04-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.195,97.13,96.95
2008-04-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.245,97.19,97.01
2008-04-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.325,97.31,97.1
2008-05-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.33,97.28,97.065
2008-05-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.365,97.325,97.055
2008-05-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.35,97.305,97.065
2008-05-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.365,97.33,97.09
2008-05-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.365,97.345,97.14
2008-05-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.41,97.405,97.23
2008-05-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.38,97.37,97.21
2008-05-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.345,97.335,97.155
2008-05-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.255,97.155,96.905
2008-05-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.22,97.11,96.855
2008-05-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.305,97.24,96.995
2008-05-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.335,97.26,97.015
2008-05-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.385,97.32,97.085
2008-05-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.41,97.375,97.17
2008-05-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.395,97.325,97.105
2008-05-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3475,97.215,96.97
2008-05-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3775,97.28,97.05
2008-05-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3325,97.21,96.97
2008-05-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.29,97.165,96.895
2008-05-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.285,97.145,96.865
2008-05-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.2975,97.16,96.89
2008-06-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3175,97.21,96.995
2008-06-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3225,97.23,97.035
2008-06-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.3025,97.205,97.02
2008-06-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.2725,97.16,96.96
2008-06-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.2675,97.17,96.985
2008-06-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.215,96.885,96.605
2008-06-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.1925,NA,96.435
2008-06-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.2125,96.88,96.54
2008-06-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.2025,96.735,96.385
2008-06-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.1825,96.685,96.305
2008-06-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,97.1875,96.655,96.295
2008-06-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.79,96.44
2008-06-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.86,96.515
2008-06-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.83,96.47
2008-06-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.885,96.55
2008-06-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.845,96.475
2008-06-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.895,96.575
2008-06-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,96.945,96.625
2008-06-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.015,96.775
2008-06-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.085,96.85
2008-06-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.07,96.82
2008-07-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.055,96.81
2008-07-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.07,96.845
2008-07-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.08,96.87
2008-07-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.09,96.95
2008-07-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.105,96.975
2008-07-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.11,96.99
2008-07-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.09,96.945
2008-07-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.07,96.87
2008-07-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.105,96.95
2008-07-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.15,97.035
2008-07-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.145,96.985
2008-07-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.115,96.865
2008-07-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.075,96.815
2008-07-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.075,96.82
2008-07-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.045,96.79
2008-07-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.03,96.73
2008-07-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.11,96.925
2008-07-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.085,96.855
2008-07-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.115,96.94
2008-07-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.105,96.905
2008-07-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.19,96.975
2008-07-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.19,97.005
2008-08-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.16,96.96
2008-08-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.15,96.915
2008-08-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.165,96.955
2008-08-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.165,96.95
2008-08-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.18,97.025
2008-08-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.175,96.985
2008-08-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.175,96.95
2008-08-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.17,97.025
2008-08-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.16,96.995
2008-08-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.155,96.98
2008-08-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.145,96.935
2008-08-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.135,96.94
2008-08-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1475,96.99
2008-08-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1725,97.045
2008-08-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1725,97.015
2008-08-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.17,96.945
2008-08-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.175,97.005
2008-08-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.175,97
2008-08-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.04
2008-08-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.025
2008-08-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.025
2008-09-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.07
2008-09-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.055
2008-09-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.075
2008-09-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.065
2008-09-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.2025,97.12
2008-09-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1875,97.125
2008-09-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.19,97.11
2008-09-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.065
2008-09-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.36
2008-09-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.085
2008-09-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.855
2008-09-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6
2008-09-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.775
2008-09-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8
2008-09-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.61
2008-09-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3
2008-09-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.77
2008-09-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.545
2008-10-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.68
2008-10-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.665
2008-10-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9
2008-10-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.235
2008-10-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.26
2008-10-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.135
